Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
Back to the Land,354,Interior of the Pink House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00254_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
Back to the Land,355,Hugging House,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00255_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
Back to the Land,356,Hugging House Interior During Construction,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00256_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Owner built houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Rooms & spaces,,,
Back to the Land,357,Outside Near Columbine,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00257_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Infants,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Child-rearing,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
Back to the Land,358,Delphiniums,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00258_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Flowers,,,
,,,,,,,,,,,,,,,,,,,,,,,,Delphinium,,,
Back to the Land,359,Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00259_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Little River School,,,
,,,,,,,,,,,,,,,,,,,,,,,,Schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative lifestyles,,,
,,,,,,,,,,,,,,,,,,,,,,,,Country life,,,
Back to the Land,360,Celebration at Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00260_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Little River School,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative Schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,361,Celebration at Little River School,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00261_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Little River School,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Education,,,
,,,,,,,,,,,,,,,,,,,,,,,,Alternative schools,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Celebrations,,,
Back to the Land,362,Interior of Barn,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00262_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
,,,,,,,,,,,,,,,,,,,,,,,,Outbuildings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm buildings,,,
,363,Garlic Festival - Peeling Garlic,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,"Garlic Festival is annual Birdsfoot Farm event. Garlic is harvested, peeled and hung to dry.","Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,,,,,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Festivals,,,
,,,,,,,,,,,,,,,,,,,,,,,,Working groups,,,
,,,,,,,,,,,,,,,,,,,,,,,,Community life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,364,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00264_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,365,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00265_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House Construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
,366,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,,,,,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House Construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,367,House Raising,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00267_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,House-raising,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,House-raising parties,,,
,,,,,,,,,,,,,,,,,,,,,,,,Architecture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Houses,,,
,,,,,,,,,,,,,,,,,,,,,,,,House construction,,,
,,,,,,,,,,,,,,,,,,,,,,,,Dwellings,,,
Back to the Land,368,Canton Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00268_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' markets,,,
Back to the Land,369,Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,Birdsfoot Farm sold vegetables at Canton Farmers' Market.,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00269_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' market,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Marketing,,,
Back to the Land,370,Farmers' Market,,Birdsfoot Farm,,"Jones, Doug",21-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00270_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmers' market,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Markets,,,
Back to the Land,371,Leek Harvest Fun,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00271_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Leek,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Root crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
Back to the Land,372,"The 100 Yard Weed Sprinters, On Your Mark...",,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00272_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Weeding,,,
Back to the Land,373,Speedlings of Lettuce,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00273_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Seedlings,,,
,,,,,,,,,,,,,,,,,,,,,,,,Lettuce,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Planting,,,
Back to the Land,374,Picking Cucumbers and Squash,,Birdsfoot Farm,Cucumbers,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00274_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,Squashes,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,Vegetables,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,Harvesting,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,Organic farming,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,Sustainable agriculture,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,Birdsfoot Farm,,,,,,,,,,,,,,,,,,,Cucumbers,,,
,,,,,,,,,,,,,,,,,,,,,,,,Squash,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
Back to the Land,375,Harvesting Spinach,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00275_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Spinach,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,,,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
Back to the Land,376,Harvesting Spinach,,Birdsfoot Farm,Saint Lawrence County,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00276_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Spinach,,Image,
,,,,,Saint Lawrence River Valley,,,,,,,,,,,,,,,,,,,Children,,,
,,,,,North Country (N.Y.),,,,,,,,,,,,,,,,,,,Vegetables,,,
,,,,,New York (State),,,,,,,,,,,,,,,,,,,Harvesting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic farming,,,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
Back to the Land,377,Fun in the Cherry Tomatoes,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00277_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farm life,,,
,,,,,,,,,,,,,,,,,,,,,,,,Children,,,
Back to the Land,378,Birdsfooters on the Porch,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00278_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Porches,,,
,,,,,,,,,,,,,,,,,,,,,,,,Farmhouses,,,
,,,,,,,,,,,,,,,,,,,,,,,,"Portraits, Group",,,
,,,,,,,,,,,,,,,,,,,,,,,,Communal living,,,
Back to the Land,379,Tour of Local Farm,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00279_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Gardens,,,
,,,,,,,,,,,,,,,,,,,,,,,,Organic gardening,,,
Back to the Land,380,Tree Planting,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00280_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Birdsfoot Farm,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Planting,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tree crops,,,
,,,,,,,,,,,,,,,,,,,,,,,,Nursery Stock,,,
Back to the Land,381,Cherry Tomato Trellis,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00281_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
,,,,,,,,,,,,,,,,,,,,,,,,Sustainable agriculture,,,
,,,,,,,,,,,,,,,,,,,,,,,,Birdsfoot Farm,,,
,,,,,,,,,,,,,,,,,,,,,,,,Vegetable gardening,,,
,,,,,,,,,,,,,,,,,,,,,,,,Tomatoes,,,
,,,,,,,,,,,,,,,,,,,,,,,,Children,,,
,,,,,,,,,,,,,,,,,,,,,,,,Barns,,,
Back to the Land,382,Various Deer Control Methods,,Birdsfoot Farm,,"Jones, Doug",23-Jan-10,,,,,"Scanned with Nikon Super CoolScan 9000 ED scanner as uncompressed TIFF images. Images resized to 1200 pixels wide, 150 dpi, and saved as JPEG (level 7) in Photoshop CS4 with Unsharp Mask of 60:1.",,,image/jpeg,xlm_mss_158_birdsfoot_00282_sc.jpg,,,Back to the Land,Private Collection,Original materials may be protected by the Copyright Law of the United States (more information).,,Original version: 35 mm color slide.,Organic farming,,Image,
